client_id,class_id,count
0,0,0
0,1,16
0,2,28
0,3,234
0,4,648
0,5,615
0,6,700
0,7,0
0,8,0
0,9,103
0,10,212
0,11,0
0,12,16
0,13,2
0,14,4
0,15,1
0,16,1
0,17,0
0,18,87
0,19,0
1,0,0
1,1,553
1,2,191
1,3,261
1,4,7
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,51
1,11,0
1,12,538
1,13,790
1,14,4
1,15,0
1,16,679
1,17,0
1,18,523
1,19,492
2,0,639
2,1,0
2,2,468
2,3,291
2,4,90
2,5,0
2,6,0
2,7,784
2,8,796
2,9,0
2,10,139
2,11,0
2,12,40
2,13,0
2,14,136
2,15,22
2,16,5
2,17,607
2,18,0
2,19,0
3,0,0
3,1,209
3,2,101
3,3,0
3,4,25
3,5,10
3,6,0
3,7,8
3,8,1
3,9,0
3,10,0
3,11,476
3,12,193
3,13,0
3,14,0
3,15,51
3,16,0
3,17,0
3,18,0
3,19,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,692
4,10,0
4,11,0
4,12,0
4,13,0
4,14,1
4,15,724
4,16,29
4,17,144
4,18,3
4,19,8
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,165
5,6,80
5,7,0
5,8,0
5,9,0
5,10,397
5,11,317
5,12,0
5,13,0
5,14,645
5,15,0
5,16,14
5,17,1
5,18,7
5,19,2
