client_id,class_id,count
0,0,14
0,1,308
0,2,5
0,3,234
0,4,4
0,5,345
0,6,11
0,7,102
0,8,88
0,9,145
0,10,672
0,11,49
0,12,4
0,13,261
0,14,92
0,15,85
0,16,92
0,17,96
0,18,42
0,19,5
1,0,45
1,1,99
1,2,529
1,3,0
1,4,581
1,5,20
1,6,15
1,7,388
1,8,194
1,9,209
1,10,53
1,11,1
1,12,64
1,13,131
1,14,386
1,15,643
1,16,40
1,17,184
1,18,1
1,19,277
2,0,579
2,1,218
2,2,238
2,3,206
2,4,184
2,5,222
2,6,715
2,7,9
2,8,295
2,9,1
2,10,71
2,11,541
2,12,47
2,13,3
2,14,159
2,15,19
2,16,508
2,17,460
2,18,324
2,19,36
3,0,1
3,1,153
3,2,16
3,3,346
3,4,1
3,5,203
3,6,39
3,7,293
3,8,220
3,9,440
3,10,3
3,11,202
3,12,672
3,13,397
3,14,153
3,15,51
3,16,88
3,17,12
3,18,253
3,19,184
