client_id,class_id,count
0,0,0
0,1,642
0,2,0
0,3,0
0,4,419
0,5,2
0,6,275
0,7,0
0,8,1
0,9,604
0,10,14
0,11,0
0,12,68
0,13,0
0,14,0
0,15,105
0,16,704
0,17,14
0,18,132
0,19,437
1,0,0
1,1,2
1,2,733
1,3,144
1,4,296
1,5,492
1,6,0
1,7,0
1,8,0
1,9,0
1,10,684
1,11,1
1,12,87
1,13,104
1,14,0
1,15,8
1,16,0
1,17,0
1,18,34
1,19,5
2,0,639
2,1,115
2,2,55
2,3,538
2,4,3
2,5,296
2,6,121
2,7,0
2,8,796
2,9,0
2,10,94
2,11,790
2,12,75
2,13,673
2,14,0
2,15,17
2,16,24
2,17,0
2,18,362
2,19,17
3,0,0
3,1,19
3,2,0
3,3,104
3,4,41
3,5,0
3,6,384
3,7,727
3,8,0
3,9,189
3,10,0
3,11,0
3,12,187
3,13,0
3,14,790
3,15,0
3,16,0
3,17,738
3,18,3
3,19,43
4,0,0
4,1,0
4,2,0
4,3,0
4,4,11
4,5,0
4,6,0
4,7,65
4,8,0
4,9,2
4,10,7
4,11,2
4,12,370
4,13,15
4,14,0
4,15,668
4,16,0
4,17,0
4,18,89
4,19,0
