client_id,class_id,count
0,0,0
0,1,16
0,2,8
0,3,0
0,4,0
0,5,0
0,6,0
0,7,27
0,8,0
0,9,96
0,10,0
0,11,1
0,12,2
0,13,0
0,14,0
0,15,10
0,16,684
0,17,0
0,18,0
0,19,186
1,0,0
1,1,546
1,2,58
1,3,0
1,4,0
1,5,264
1,6,0
1,7,0
1,8,2
1,9,0
1,10,23
1,11,0
1,12,190
1,13,55
1,14,0
1,15,437
1,16,3
1,17,5
1,18,0
1,19,0
2,0,639
2,1,0
2,2,141
2,3,0
2,4,93
2,5,3
2,6,0
2,7,0
2,8,0
2,9,0
2,10,82
2,11,8
2,12,26
2,13,0
2,14,0
2,15,94
2,16,0
2,17,661
2,18,173
2,19,4
3,0,0
3,1,206
3,2,31
3,3,105
3,4,616
3,5,16
3,6,0
3,7,201
3,8,277
3,9,0
3,10,295
3,11,0
3,12,59
3,13,215
3,14,784
3,15,15
3,16,37
3,17,0
3,18,0
3,19,4
4,0,0
4,1,0
4,2,0
4,3,0
4,4,1
4,5,326
4,6,81
4,7,30
4,8,13
4,9,645
4,10,24
4,11,4
4,12,507
4,13,47
4,14,2
4,15,142
4,16,0
4,17,1
4,18,0
4,19,213
5,0,0
5,1,0
5,2,0
5,3,658
5,4,59
5,5,0
5,6,0
5,7,98
5,8,0
5,9,0
5,10,19
5,11,0
5,12,0
5,13,0
5,14,4
5,15,0
5,16,3
5,17,0
5,18,2
5,19,0
6,0,0
6,1,0
6,2,550
6,3,0
6,4,1
6,5,177
6,6,143
6,7,436
6,8,505
6,9,54
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,100
6,16,1
6,17,0
6,18,443
6,19,0
7,0,0
7,1,10
7,2,0
7,3,23
7,4,0
7,5,4
7,6,556
7,7,0
7,8,0
7,9,0
7,10,356
7,11,780
7,12,3
7,13,475
7,14,0
7,15,0
7,16,0
7,17,85
7,18,2
7,19,95
