client_id,class_id,count
0,0,0
0,1,16
0,2,8
0,3,0
0,4,8
0,5,0
0,6,750
0,7,0
0,8,0
0,9,96
0,10,77
0,11,0
0,12,0
0,13,13
0,14,5
0,15,24
0,16,0
0,17,0
0,18,84
0,19,0
1,0,0
1,1,553
1,2,58
1,3,0
1,4,2
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,18
1,11,0
1,12,1
1,13,20
1,14,308
1,15,266
1,16,0
1,17,0
1,18,504
1,19,492
2,0,639
2,1,0
2,2,141
2,3,0
2,4,0
2,5,537
2,6,0
2,7,0
2,8,796
2,9,0
2,10,50
2,11,0
2,12,0
2,13,0
2,14,0
2,15,1
2,16,237
2,17,0
2,18,0
2,19,0
3,0,0
3,1,209
3,2,31
3,3,108
3,4,0
3,5,17
3,6,30
3,7,4
3,8,1
3,9,0
3,10,0
3,11,476
3,12,0
3,13,749
3,14,208
3,15,506
3,16,0
3,17,23
3,18,0
3,19,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,760
4,5,154
4,6,0
4,7,788
4,8,0
4,9,645
4,10,0
4,11,0
4,12,4
4,13,0
4,14,0
4,15,0
4,16,0
4,17,728
4,18,3
4,19,8
5,0,0
5,1,0
5,2,0
5,3,678
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,144
5,11,317
5,12,0
5,13,10
5,14,0
5,15,1
5,16,9
5,17,0
5,18,6
5,19,2
6,0,0
6,1,0
6,2,550
6,3,0
6,4,0
6,5,82
6,6,0
6,7,0
6,8,0
6,9,54
6,10,510
6,11,0
6,12,782
6,13,0
6,14,269
6,15,0
6,16,482
6,17,1
6,18,23
6,19,0
