# Federated DistilBART Training Metrics - CNN/DailyMail
# Generated at: 2025-08-07 19:16:40
# Model: distilbart-cnn-12-6
# Task: Text Generation (Summarization)
round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,3,1,train,2.2516,0.0000,0.0000,0.0000,0.0000
1,9,1,train,2.2526,0.0000,0.0000,0.0000,0.0000
1,7,1,train,2.2559,0.0000,0.0000,0.0000,0.0000
1,1,1,train,2.2614,0.0000,0.0000,0.0000,0.0000
1,4,1,train,2.2544,0.0000,0.0000,0.0000,0.0000
1,global,1,eval,1.8507,0.0000,25.8311,33.2891,28.1196
2,9,1,train,2.0812,0.0000,0.0000,0.0000,0.0000
2,0,1,train,2.1238,0.0000,0.0000,0.0000,0.0000
2,3,1,train,2.0821,0.0000,0.0000,0.0000,0.0000
2,6,1,train,2.1233,0.0000,0.0000,0.0000,0.0000
2,7,1,train,2.0854,0.0000,0.0000,0.0000,0.0000
2,global,1,eval,1.8029,0.0000,27.0030,32.5898,28.6689
3,3,1,train,2.0042,0.0000,0.0000,0.0000,0.0000
3,0,1,train,2.0394,0.0000,0.0000,0.0000,0.0000
3,1,1,train,2.0504,0.0000,0.0000,0.0000,0.0000
3,8,1,train,2.0800,0.0000,0.0000,0.0000,0.0000
3,7,1,train,2.0058,0.0000,0.0000,0.0000,0.0000
3,global,1,eval,1.7789,0.0000,27.9179,32.0419,28.9353
4,0,1,train,1.9770,0.0000,0.0000,0.0000,0.0000
4,7,1,train,1.9475,0.0000,0.0000,0.0000,0.0000
4,5,1,train,2.0597,0.0000,0.0000,0.0000,0.0000
4,1,1,train,1.9865,0.0000,0.0000,0.0000,0.0000
4,2,1,train,2.0581,0.0000,0.0000,0.0000,0.0000
4,global,1,eval,1.7626,0.0000,28.3368,32.2323,29.2501
5,8,1,train,2.0024,0.0000,0.0000,0.0000,0.0000
5,2,1,train,1.9959,0.0000,0.0000,0.0000,0.0000
5,9,1,train,1.9814,0.0000,0.0000,0.0000,0.0000
5,6,1,train,2.0073,0.0000,0.0000,0.0000,0.0000
5,5,1,train,1.9975,0.0000,0.0000,0.0000,0.0000
5,global,1,eval,1.7562,0.0000,28.5270,32.4947,29.4512
6,2,1,train,1.9437,0.0000,0.0000,0.0000,0.0000
6,4,1,train,2.0001,0.0000,0.0000,0.0000,0.0000
6,0,1,train,1.9280,0.0000,0.0000,0.0000,0.0000
6,7,1,train,1.9037,0.0000,0.0000,0.0000,0.0000
6,1,1,train,1.9336,0.0000,0.0000,0.0000,0.0000
6,global,1,eval,1.7540,0.0000,27.8744,32.9432,29.3182
7,9,1,train,1.9282,0.0000,0.0000,0.0000,0.0000
7,8,1,train,1.9476,0.0000,0.0000,0.0000,0.0000
7,6,1,train,1.9530,0.0000,0.0000,0.0000,0.0000
7,1,1,train,1.8865,0.0000,0.0000,0.0000,0.0000
7,0,1,train,1.8807,0.0000,0.0000,0.0000,0.0000
7,global,1,eval,1.7435,0.0000,29.0103,31.8727,29.5566
8,6,1,train,1.9063,0.0000,0.0000,0.0000,0.0000
8,4,1,train,1.9501,0.0000,0.0000,0.0000,0.0000
8,8,1,train,1.8997,0.0000,0.0000,0.0000,0.0000
8,2,1,train,1.9081,0.0000,0.0000,0.0000,0.0000
8,0,1,train,1.8410,0.0000,0.0000,0.0000,0.0000
8,global,1,eval,1.7449,0.0000,29.3554,31.8264,29.6801
9,3,1,train,1.9352,0.0000,0.0000,0.0000,0.0000
9,4,1,train,1.9015,0.0000,0.0000,0.0000,0.0000
9,9,1,train,1.8905,0.0000,0.0000,0.0000,0.0000
9,7,1,train,1.8740,0.0000,0.0000,0.0000,0.0000
9,1,1,train,1.8599,0.0000,0.0000,0.0000,0.0000
9,global,1,eval,1.7446,0.0000,29.2597,32.1364,29.7628
10,7,1,train,1.8266,0.0000,0.0000,0.0000,0.0000
10,0,1,train,1.8185,0.0000,0.0000,0.0000,0.0000
10,5,1,train,1.9472,0.0000,0.0000,0.0000,0.0000
10,2,1,train,1.8729,0.0000,0.0000,0.0000,0.0000
10,9,1,train,1.8444,0.0000,0.0000,0.0000,0.0000
10,global,1,eval,1.7397,0.0000,29.2383,32.1553,29.7637
11,7,1,train,1.7905,0.0000,0.0000,0.0000,0.0000
11,3,1,train,1.8926,0.0000,0.0000,0.0000,0.0000
11,6,1,train,1.8813,0.0000,0.0000,0.0000,0.0000
11,4,1,train,1.8709,0.0000,0.0000,0.0000,0.0000
11,2,1,train,1.8300,0.0000,0.0000,0.0000,0.0000
11,global,1,eval,1.7444,0.0000,29.3866,32.1370,29.7945
12,5,1,train,1.9083,0.0000,0.0000,0.0000,0.0000
12,9,1,train,1.8220,0.0000,0.0000,0.0000,0.0000
12,0,1,train,1.7947,0.0000,0.0000,0.0000,0.0000
12,6,1,train,1.8366,0.0000,0.0000,0.0000,0.0000
12,1,1,train,1.8392,0.0000,0.0000,0.0000,0.0000
12,global,1,eval,1.7443,0.0000,28.6541,32.1563,29.4834
13,6,1,train,1.7988,0.0000,0.0000,0.0000,0.0000
13,3,1,train,1.8600,0.0000,0.0000,0.0000,0.0000
13,0,1,train,1.7549,0.0000,0.0000,0.0000,0.0000
13,9,1,train,1.7801,0.0000,0.0000,0.0000,0.0000
13,8,1,train,1.8863,0.0000,0.0000,0.0000,0.0000
13,global,1,eval,1.7397,0.0000,28.2526,32.4908,29.3573
